id,name,processed,link
1,New York Time,N,https://insead.muckrack.com/search/results?q=&result_type=person&search_source=&embed=&sort=relevance&person=&duplicate_group=&outlet_verification_type=2&accepts_contributed=&domain_authority_range=&domain_authority_min=&domain_authority_max=&stations=&exclude_stations=&networks=&exclude_networks=&programs=&exclude_programs=&domains=&exclude_domains=&person_type=2&person_title=&beats=&sources=12&exclude_sources=&outlet_lists=&exclude_outlet_lists=&daterange_preset=9&daterange_starts=12%2F20%2F2021&timerange_starts=12%3A00%20AM&daterange_ends=01%2F19%2F2024&timerange_ends=11%3A59%20PM&timezone=&medialists=&exclude_medialists=&locations=&exclude_locations=&dmas=&exclude_dmas=&languages=&exclude_languages=
